DATETIME,DISCHARGE,POC,DOC,DIC
2016-09-07 00:00:00,18,,,
2016-09-08 00:00:00,16,,,
2016-09-09 00:00:00,9.6,0.349555556,0,0
2016-09-10 00:00:00,9.1,,,
2016-09-11 00:00:00,8.2,,,
2016-09-12 00:00:00,7.5,,,
2016-09-13 00:00:00,7.9,,,
2016-09-14 00:00:00,8.3,,,
2016-09-15 00:00:00,7.8,,,
2016-09-16 00:00:00,8.2,,,
2016-09-17 00:00:00,8.3,,,
2016-09-18 00:00:00,8,,,
2016-09-19 00:00:00,8.5,,,
2016-09-20 00:00:00,12,,,
2016-09-21 00:00:00,18,,,
2016-09-22 00:00:00,31,,,
2016-09-23 00:00:00,16,,,
2016-09-24 00:00:00,13,,,
2016-09-25 00:00:00,12,,,
2016-09-26 00:00:00,12,,,
2016-09-27 00:00:00,11,,,
2016-09-28 00:00:00,11,,,
2016-09-29 00:00:00,5.8,,,
2016-09-30 00:00:00,5.6,,,
2016-10-01 00:00:00,"	5.8",,,
2016-10-02 00:00:00,"	5.7",,,
2016-10-03 00:00:00,"	5.5",,,
2016-10-04 00:00:00,"	5.3",,,
2016-10-05 00:00:00,"	5.3",,,
2016-10-06 00:00:00,"	5.2",,,
2016-10-07 00:00:00,"	6.2",,,
2016-10-08 00:00:00,"	5.6",,,
2016-10-09 00:00:00,"	5.0",,,
2016-10-10 00:00:00,"	4.8",,,
2016-10-11 00:00:00,"	4.8",,,
2016-10-12 00:00:00,"	5.4",,,
2016-10-13 00:00:00,"	5.7",,,
2016-10-14 00:00:00,"	4.9",,,
2016-10-15 00:00:00,"	4.9",,,
2016-10-16 00:00:00,"	7.4",,,
2016-10-17 00:00:00,"	6.3",,,
2016-10-18 00:00:00,"	5.6",,,
2016-10-19 00:00:00,"	5.2",,,
2016-10-20 00:00:00,"	5.0",,,
2016-10-21 00:00:00,"	4.9",,,
2016-10-22 00:00:00,"	4.8",,,
2016-10-23 00:00:00,"	4.8",,,
2016-10-24 00:00:00,"	4.7",,,
2016-10-25 00:00:00,"	4.6",,,
2016-10-26 00:00:00,16,,,
2016-10-27 00:00:00,11,,,
2016-10-28 00:00:00,"	7.7",,,
2016-10-29 00:00:00,"	6.5",,,
2016-10-30 00:00:00,"	5.6",,,
2016-10-31 00:00:00,5.2,,,
2016-11-01 00:00:00,5.1,,,
2016-11-02 00:00:00,5,,,
2016-11-03 00:00:00,4.9,,,
2016-11-04 00:00:00,4.6,,,
2016-11-05 00:00:00,4.5,,,
2016-11-06 00:00:00,4.3,,,
2016-11-07 00:00:00,4.3,,,
2016-11-08 00:00:00,4.3,,,
2016-11-09 00:00:00,4.1,,,
2016-11-10 00:00:00,4.1,,,
2016-11-11 00:00:00,4,,,
2016-11-12 00:00:00,4,,,
2016-11-13 00:00:00,4,,,
2016-11-14 00:00:00,4,,,
2016-11-15 00:00:00,4,,,
